0.00035900,0.00032600,0.00036300,0.00043000,0.00042100,0.00042400,0.00048400,0.00050600,0.00050700,0.00050800,0.00058900,0.00060600,0.00064000,0.00064200,0.00068200,0.00067600,0.00082100,0.00082900,0.00088900,0.00097000,0.00093900,0.00101600,0.00106200,0.00111100,0.00117500,0.00129000,0.00120600,0.00134600,0.00147500,0.00142800,0.00156200,0.00168500,0.00176200,0.00186600,0.00193200,0.00213400,0.00207700,0.00214600,0.00232400,0.00251900,0.00255100,0.00271000,0.00288800,0.00304900,0.00310100,0.00343600,0.00347700,0.00363400,0.00391300,0.00420000,0.00422300,0.00449300,0.00475000,0.00491100,0.00511700,0.00555600,0.00564100,0.00616700,0.00624400,0.00653000,0.00693800,0.00736800,0.00777800,0.00813400,0.00848500,0.00914300,0.00938200,0.00990100,0.01060900,0.01098100,0.01176500,0.01221000,0.01267200,0.01328400,0.01389900,0.01477600,0.01540200,0.01647900,0.01734800,0.01794700,0.01919200,0.01996600,0.02100500,0.02227200,0.02316700,0.02416800,0.02570000,0.02701200,0.02819100,0.02981100,0.03118500,0.03326700,0.03430400,0.03633000,0.03812400,0.03997000,0.04211200,0.04414100,0.04658600,0.04867800
0.00033200,0.00038000,0.00037600,0.00041900,0.00041800,0.00044700,0.00050200,0.00045800,0.00055600,0.00057400,0.00060200,0.00061900,0.00061000,0.00070600,0.00068100,0.00071200,0.00079200,0.00082200,0.00087700,0.00091000,0.00095900,0.00099800,0.00108600,0.00114300,0.00117800,0.00122300,0.00134200,0.00136000,0.00145200,0.00153200,0.00154200,0.00160800,0.00174800,0.00184300,0.00192000,0.00200500,0.00209500,0.00224700,0.00233800,0.00244700,0.00257700,0.00273000,0.00278300,0.00299200,0.00322900,0.00340200,0.00349500,0.00362600,0.00385300,0.00408400,0.00422000,0.00443100,0.00470600,0.00496300,0.00511100,0.00538200,0.00565700,0.00614200,0.00638800,0.00666500,0.00710800,0.00746600,0.00771800,0.00821400,0.00862600,0.00898900,0.00950800,0.00998000,0.01042300,0.01097800,0.01145700,0.01228500,0.01280800,0.01343100,0.01399900,0.01502300,0.01557100,0.01641400,0.01708200,0.01811400,0.01895100,0.01994500,0.02089500,0.02205300,0.02339800,0.02418500,0.02572600,0.02671700,0.02837300,0.02995100,0.03116700,0.03281400,0.03456600,0.03623700,0.03782000,0.04003300,0.04214500,0.04414800,0.04664100,0.04874600
0.00035800,0.00038400,0.00035300,0.00043400,0.00043700,0.00045400,0.00046100,0.00055500,0.00054200,0.00054000,0.00059200,0.00062200,0.00066500,0.00067700,0.00074400,0.00078700,0.00084000,0.00083800,0.00086100,0.00091700,0.00093400,0.00098900,0.00106800,0.00112500,0.00116300,0.00123000,0.00126500,0.00131700,0.00142800,0.00150000,0.00159900,0.00166400,0.00178500,0.00178300,0.00188400,0.00196600,0.00214200,0.00221900,0.00236700,0.00243800,0.00257500,0.00277100,0.00289100,0.00305400,0.00315500,0.00332700,0.00350400,0.00369400,0.00383900,0.00404300,0.00415700,0.00453200,0.00473900,0.00502100,0.00525800,0.00541200,0.00583200,0.00604600,0.00646700,0.00673300,0.00711900,0.00733700,0.00785700,0.00800100,0.00856500,0.00905000,0.00965700,0.01008500,0.01042400,0.01087800,0.01138000,0.01195100,0.01290300,0.01369100,0.01427200,0.01478200,0.01561600,0.01653500,0.01697100,0.01799200,0.01921200,0.01997200,0.02120400,0.02200900,0.02313600,0.02416900,0.02556100,0.02679100,0.02788900,0.02944500,0.03111400,0.03300400,0.03444300,0.03621900,0.03858600,0.03997500,0.04213300,0.04369800,0.04626700,0.04913000
0.00038900,0.00036800,0.00036800,0.00039000,0.00041000,0.00043600,0.00051400,0.00050900,0.00056200,0.00056600,0.00060700,0.00064200,0.00065300,0.00067000,0.00072100,0.00071600,0.00075300,0.00084300,0.00085200,0.00093400,0.00092600,0.00100500,0.00111800,0.00110700,0.00121900,0.00121700,0.00125200,0.00143800,0.00144900,0.00152600,0.00163900,0.00165900,0.00174300,0.00184000,0.00188600,0.00205200,0.00218200,0.00225100,0.00230900,0.00243200,0.00255000,0.00276300,0.00290400,0.00305200,0.00316500,0.00335300,0.00360800,0.00362900,0.00393600,0.00406400,0.00426100,0.00447000,0.00472400,0.00512300,0.00517600,0.00544800,0.00566600,0.00601300,0.00637300,0.00672500,0.00715000,0.00746200,0.00771800,0.00819800,0.00870100,0.00900300,0.00955200,0.00993300,0.01053500,0.01098400,0.01153300,0.01219600,0.01270100,0.01333300,0.01436200,0.01492100,0.01556600,0.01659700,0.01720300,0.01804700,0.01899700,0.01999700,0.02091500,0.02226300,0.02350400,0.02435000,0.02555000,0.02678600,0.02826000,0.02970700,0.03081800,0.03248100,0.03456000,0.03626900,0.03792600,0.04005600,0.04197400,0.04409300,0.04624800,0.04839500
0.00035000,0.00036800,0.00040800,0.00043000,0.00043300,0.00045100,0.00049600,0.00057200,0.00055700,0.00056900,0.00061700,0.00058900,0.00064400,0.00065900,0.00072900,0.00079500,0.00079000,0.00085000,0.00080700,0.00091800,0.00094400,0.00106200,0.00102000,0.00115700,0.00119100,0.00122900,0.00124400,0.00141200,0.00146600,0.00160900,0.00157100,0.00164600,0.00169000,0.00180600,0.00203600,0.00198800,0.00218900,0.00227000,0.00237100,0.00246400,0.00259200,0.00283100,0.00294600,0.00305900,0.00311300,0.00339200,0.00351400,0.00376000,0.00389700,0.00409900,0.00429200,0.00453400,0.00471400,0.00496100,0.00528900,0.00555900,0.00578600,0.00599600,0.00629600,0.00675300,0.00716300,0.00744100,0.00772100,0.00819200,0.00853500,0.00917100,0.00942900,0.00977200,0.01057000,0.01096800,0.01136400,0.01212400,0.01289900,0.01322400,0.01422200,0.01491800,0.01546800,0.01623800,0.01713700,0.01790300,0.01877200,0.02000100,0.02095300,0.02183700,0.02331500,0.02437400,0.02587300,0.02705300,0.02839200,0.02977400,0.03107600,0.03272400,0.03430800,0.03634100,0.03806300,0.04007900,0.04204600,0.04394800,0.04624100,0.04859100
0.00036100,0.00038000,0.00041000,0.00043700,0.00039900,0.00046400,0.00048800,0.00044500,0.00058000,0.00057500,0.00059000,0.00060400,0.00062200,0.00072100,0.00072000,0.00083700,0.00076500,0.00080500,0.00088900,0.00086200,0.00095500,0.00105600,0.00111500,0.00116300,0.00116300,0.00126000,0.00134900,0.00133000,0.00143600,0.00147900,0.00152800,0.00162700,0.00173300,0.00183300,0.00191800,0.00215200,0.00216800,0.00231700,0.00232500,0.00248100,0.00253100,0.00271500,0.00278300,0.00299600,0.00318900,0.00333300,0.00358800,0.00358700,0.00389100,0.00419900,0.00432100,0.00455400,0.00474600,0.00507000,0.00516300,0.00556400,0.00575500,0.00612600,0.00636500,0.00679600,0.00726400,0.00732900,0.00778600,0.00813800,0.00858000,0.00902700,0.00955200,0.00996400,0.01045700,0.01103200,0.01168700,0.01205800,0.01281400,0.01333000,0.01415900,0.01477900,0.01548700,0.01657700,0.01717500,0.01782700,0.01900900,0.01988800,0.02093200,0.02225100,0.02328500,0.02466300,0.02564100,0.02688700,0.02808400,0.02971000,0.03111400,0.03270800,0.03449600,0.03608800,0.03780200,0.03975700,0.04168300,0.04426500,0.04628500,0.04881600
0.00038200,0.00035700,0.00038200,0.00047000,0.00048300,0.00049600,0.00045200,0.00053800,0.00057100,0.00054400,0.00062800,0.00060000,0.00060900,0.00062700,0.00075000,0.00075100,0.00083800,0.00084700,0.00087000,0.00090200,0.00096300,0.00102200,0.00107800,0.00110200,0.00123600,0.00125200,0.00131800,0.00137200,0.00142400,0.00156800,0.00159100,0.00163300,0.00172400,0.00178600,0.00198200,0.00206700,0.00215300,0.00229400,0.00230900,0.00238900,0.00255200,0.00278300,0.00285800,0.00302400,0.00318200,0.00339800,0.00344900,0.00370900,0.00370400,0.00422800,0.00431600,0.00449300,0.00484800,0.00506100,0.00529200,0.00552700,0.00572500,0.00604000,0.00635600,0.00674600,0.00686900,0.00737900,0.00794400,0.00806100,0.00862000,0.00910800,0.00958800,0.00991200,0.01051100,0.01088900,0.01167600,0.01205000,0.01272200,0.01340300,0.01407300,0.01478800,0.01588100,0.01657500,0.01744500,0.01819500,0.01888500,0.01992600,0.02073600,0.02223200,0.02321800,0.02446300,0.02549000,0.02693100,0.02804500,0.02962200,0.03122200,0.03287200,0.03458400,0.03607000,0.03810800,0.03987100,0.04174600,0.04392200,0.04625700,0.04846000
0.00035600,0.00037400,0.00042700,0.00038800,0.00043300,0.00047900,0.00049600,0.00049000,0.00056800,0.00056500,0.00060800,0.00064100,0.00071200,0.00066200,0.00078200,0.00081500,0.00081500,0.00083500,0.00088500,0.00096800,0.00096300,0.00097300,0.00110200,0.00111100,0.00119400,0.00130000,0.00132300,0.00141400,0.00149100,0.00152000,0.00157700,0.00170200,0.00179500,0.00181300,0.00195800,0.00204600,0.00214800,0.00229400,0.00234700,0.00250300,0.00253200,0.00276300,0.00288900,0.00309500,0.00324100,0.00336200,0.00351500,0.00366500,0.00398600,0.00416200,0.00427800,0.00445100,0.00477600,0.00501300,0.00532600,0.00565800,0.00569800,0.00603900,0.00637200,0.00669600,0.00709700,0.00740900,0.00783900,0.00835700,0.00849000,0.00900700,0.00950200,0.00989700,0.01042500,0.01100700,0.01140100,0.01218400,0.01305900,0.01331300,0.01414200,0.01468500,0.01574600,0.01627200,0.01739900,0.01821100,0.01899100,0.02014900,0.02106000,0.02188500,0.02318200,0.02442700,0.02542100,0.02712700,0.02827100,0.02984900,0.03096300,0.03248400,0.03425400,0.03603200,0.03782200,0.03999800,0.04190000,0.04379100,0.04599400,0.04856800
0.00035400,0.00039500,0.00037400,0.00043200,0.00045900,0.00045600,0.00051100,0.00054500,0.00056400,0.00058800,0.00062600,0.00064000,0.00059800,0.00071300,0.00070600,0.00078700,0.00081400,0.00085900,0.00086800,0.00095300,0.00095700,0.00106900,0.00114700,0.00114200,0.00117500,0.00124300,0.00133900,0.00136000,0.00148600,0.00162700,0.00157300,0.00171900,0.00170600,0.00188100,0.00190400,0.00197800,0.00225200,0.00229100,0.00236400,0.00245100,0.00258400,0.00269400,0.00296500,0.00304000,0.00328000,0.00333300,0.00356800,0.00364300,0.00380200,0.00401100,0.00428500,0.00446100,0.00478900,0.00490800,0.00528000,0.00559900,0.00578600,0.00611400,0.00650400,0.00665100,0.00708500,0.00736300,0.00776000,0.00832000,0.00887600,0.00909500,0.00958900,0.01000600,0.01052100,0.01091700,0.01172200,0.01207500,0.01277600,0.01338500,0.01411000,0.01488100,0.01568600,0.01632000,0.01717400,0.01797900,0.01889700,0.02009000,0.02123500,0.02195600,0.02324600,0.02412600,0.02566100,0.02687500,0.02803100,0.02953300,0.03136200,0.03273400,0.03430900,0.03609400,0.03801100,0.03979100,0.04187100,0.04415600,0.04578600,0.04839300
0.00033000,0.00037900,0.00035900,0.00045000,0.00045700,0.00044900,0.00052400,0.00051900,0.00056000,0.00058800,0.00059200,0.00059500,0.00067100,0.00068600,0.00071300,0.00073800,0.00078300,0.00079400,0.00084700,0.00096900,0.00097700,0.00107100,0.00106600,0.00108500,0.00117200,0.00128200,0.00129500,0.00136800,0.00143900,0.00156400,0.00160100,0.00169900,0.00177100,0.00182700,0.00195200,0.00210300,0.00214100,0.00226000,0.00238500,0.00246000,0.00259500,0.00284800,0.00295400,0.00304600,0.00329400,0.00346400,0.00349300,0.00367900,0.00391100,0.00405700,0.00436600,0.00455000,0.00475400,0.00498300,0.00530400,0.00559400,0.00588400,0.00615600,0.00630600,0.00687300,0.00711800,0.00742300,0.00778000,0.00816100,0.00865400,0.00887500,0.00961300,0.01015900,0.01053500,0.01103300,0.01173400,0.01241700,0.01269800,0.01350700,0.01410300,0.01481300,0.01552900,0.01645500,0.01715400,0.01804900,0.01895400,0.01988900,0.02104100,0.02203400,0.02298700,0.02454800,0.02523400,0.02676400,0.02828100,0.02947300,0.03115100,0.03275000,0.03426000,0.03608600,0.03758100,0.04022800,0.04159000,0.04406200,0.04617400,0.04847100
